Idol Type,Size,Affix Type,Content Tag,Affix,Stripped Affix,Range,,,,,,
Burial Idol,3x1,Suffix,Expedition,Expeditions in your Maps have (80–100)% increased chance to be led by Rog,Expeditions in your Maps have #% increased chance to be led by Rog,80–100,,,,,,
Burial Idol,3x1,Suffix,Expedition,Expeditions in your Maps have (80–100)% increased chance to be led by Gwennen,Expeditions in your Maps have #% increased chance to be led by Gwennen,80–100,,,,,,
Burial Idol,3x1,Suffix,Harbinger,Harbingers in your Maps have (20–25)% chance to be replaced by a powerful Harbinger boss,Harbingers in your Maps have #% chance to be replaced by a powerful Harbinger boss,20–25,,,,,,
Burial Idol,3x1,Suffix,Harvest,Harvest Monsters in your Maps drop (12–18)% increased Quantity of Lifeforce,Harvest Monsters in your Maps drop #% increased Quantity of Lifeforce,12–18,,,,,,
Burial Idol,3x1,Suffix,Harvest,Harvests in your Maps have (8–12)% chance for the unchosen Crop to not wilt,Harvests in your Maps have #% chance for the unchosen Crop to not wilt,8–12,,,,,,
Burial Idol,3x1,Suffix,Harvest,The Sacred Grove in your Maps has (40–60)% chance to contain an additional Harvest,The Sacred Grove in your Maps has #% chance to contain an additional Harvest,40–60,,,,,,
Burial Idol,3x1,Suffix,Heist,Smuggler's Caches in your Maps have (40–60)% increased chance to drop Contracts,Smuggler's Caches in your Maps have #% increased chance to drop Contracts,40–60,,,,,,
Burial Idol,3x1,Suffix,Heist,Smuggler's Caches drop (8–12)% more Rogue Markers for each Smuggler's Cache opened in the Area,Smuggler's Caches drop #% more Rogue Markers for each Smuggler's Cache opened in the Area,8–12,,,,,,
Burial Idol,3x1,Suffix,Heist,Heist Contracts found in your Maps are (70–90)% more likely to target High Value Targets,Heist Contracts found in your Maps are #% more likely to target High Value Targets,70–90,,,,,,
Burial Idol,3x1,Suffix,Heist,Heist Contracts found in your Maps are (45–65)% more likely to target Precious Targets,Heist Contracts found in your Maps are #% more likely to target Precious Targets,45–65,,,,,,
Burial Idol,3x1,Suffix,Heist,Immortal Syndicate Members in your Maps have (20–25)% increased chance to be accompanied by reinforcements,Immortal Syndicate Members in your Maps have #% increased chance to be accompanied by reinforcements,20–25,,,,,,
Burial Idol,3x1,Suffix,Heist,Immortal Syndicate Members in your Maps have (40–60)% chance to drop an additional Veiled Item,Immortal Syndicate Members in your Maps have #% chance to drop an additional Veiled Item,40–60,,,,,,
Burial Idol,3x1,Suffix,Heist,(40–60)% increased Rarity of Items Dropped by Immortal Syndicate Members in your Maps,#% increased Rarity of Items Dropped by Immortal Syndicate Members in your Maps,40–60,,,,,,
Burial Idol,3x1,Suffix,Legion,Legion Encounters in your Maps have (100–150)% increased chance to include a Karui army,Legion Encounters in your Maps have #% increased chance to include a Karui army,100–150,,,,,,
Burial Idol,3x1,Suffix,Heist,Legion Encounters in your Maps have (100–150)% increased chance to include an Eternal Empire army,Legion Encounters in your Maps have #% increased chance to include an Eternal Empire army,100–150,,,,,,
Burial Idol,3x1,Suffix,Heist,Legion Encounters in your Maps have (80–120)% increased chance to include a Vaal army,Legion Encounters in your Maps have #% increased chance to include a Vaal army,80–120,,,,,,
Burial Idol,3x1,Suffix,Heist,Legion Encounters in your Maps have (75–100)% increased chance to include a Templar army,Legion Encounters in your Maps have #% increased chance to include a Templar army,75–100,,,,,,
Burial Idol,3x1,Suffix,Heist,Legion Encounters in your Maps have (60–80)% increased chance to include a Maraketh army,Legion Encounters in your Maps have #% increased chance to include a Maraketh army,60–80,,,,,,
Burial Idol,3x1,Suffix,Heist,Splinters dropped by Legion Monsters or contained in Legion Chests in your Maps have (15–20)% chance to be Duplicated,Splinters dropped by Legion Monsters or contained in Legion Chests in your Maps have #% chance to be Duplicated,15–20,,,,,,
Burial Idol,3x1,Suffix,Heist,Splinters contained in Legion Chests in your Maps have (20–25)% chance to be Duplicated,Splinters contained in Legion Chests in your Maps have #% chance to be Duplicated,20–25,,,,,,
Burial Idol,3x1,Suffix,Heist,Splinters dropped by Legion Monsters in your Maps have (20–25)% chance to be Duplicated,Splinters dropped by Legion Monsters in your Maps have #% chance to be Duplicated,20–25,,,,,,
Burial Idol,3x1,Suffix,Heist,"Legion Monsters in your Maps which have Rewards have (8–12)% chance to gain two additional Rewards, and if not have (15–20)% chance to gain one additional Reward","Legion Monsters in your Maps which have Rewards have #% chance to gain two additional Rewards, and if not have #% chance to gain one additional Reward",8–12,,,,,,
Burial Idol,3x1,Suffix,Pack Size,(5–10)% increased Pack Size of your Maps affected by Fortune Favours the Brave,#% increased Pack Size of your Maps affected by Fortune Favours the Brave,5–10,,,,,,
Burial Idol,3x1,Suffix,Maps,(5–10)% increased Quantity of Items found in your Maps affected by Fortune Favours the Brave,#% increased Quantity of Items found in your Maps affected by Fortune Favours the Brave,5–10,,,,,,
Burial Idol,3x1,Suffix,Maps,(10–20)% increased Rarity of Items found in your Maps affected by Fortune Favours the Brave,#% increased Rarity of Items found in your Maps affected by Fortune Favours the Brave,10–20,,,,,,
Burial Idol,3x1,Suffix,Ultimatum,Ultimatum Encounters in your Maps spawn (15–20)% increased number of Monsters,Ultimatum Encounters in your Maps spawn #% increased number of Monsters,15–20,,,,,,
Burial Idol,3x1,Suffix,Ultimatum,Ultimatum Monsters in your Maps grant (40–60)% increased Experience,Ultimatum Monsters in your Maps grant #% increased Experience,40–60,,,,,,
Burial Idol,3x1,Suffix,Ultimatum,Inscribed Ultimatums found in your Maps have (40–60)% increased chance to reward Unique Items,Inscribed Ultimatums found in your Maps have #% increased chance to reward Unique Items,40–60,,,,,,
Burial Idol,3x1,Suffix,Ultimatum,Inscribed Ultimatums found in your Maps have (40–60)% increased chance to reward Currency Items,Inscribed Ultimatums found in your Maps have #% increased chance to reward Currency Items,40–60,,,,,,
Burial Idol,3x1,Suffix,Ultimatum,Inscribed Ultimatums found in your Maps have (40–60)% increased chance to reward Divination Cards,Inscribed Ultimatums found in your Maps have #% increased chance to reward Divination Cards,40–60,,,,,,
Burial Idol,3x1,Suffix,Ritual,Monsters Sacrificed at Ritual Altars in your Maps grant (20–25)% increased Tribute,Monsters Sacrificed at Ritual Altars in your Maps grant #% increased Tribute,20–25,,,,,,
Burial Idol,3x1,Suffix,Ritual,Ritual Altars in your Maps spawn Monsters (15–20)% faster,Ritual Altars in your Maps spawn Monsters #% faster,15–20,,,,,,
Burial Idol,3x1,Suffix,Ritual,Deferring Favours at Ritual Altars in your Maps costs (15–20)% reduced Tribute,Deferring Favours at Ritual Altars in your Maps costs #% reduced Tribute,15–20,,,,,,
Burial Idol,3x1,Suffix,Scarabs,Final Map Boss in each Map has (20–25)% chance to drop an additional Scarab,Final Map Boss in each Map has #% chance to drop an additional Scarab,20–25,,,,,,
Burial Idol,3x1,Suffix,Scarabs,Rare Monsters in your Maps have (40–60)% increased chance to drop Scarabs per Monster Modifier affecting them,Rare Monsters in your Maps have #% increased chance to drop Scarabs per Monster Modifier affecting them,40–60,,,,,,
Burial Idol,3x1,Suffix,Strongboxes,Currency Items from Strongboxes in your Maps are Duplicated,Currency Items from Strongboxes in your Maps are Duplicated,100,,,,,,
Burial Idol,3x1,Suffix,Strongboxes,Maps from Strongboxes in your Maps are Duplicated,Maps from Strongboxes in your Maps are Duplicated,100,,,,,,
Burial Idol,3x1,Suffix,Strongboxes,Divination Cards from Strongboxes in your Maps are Duplicated,Divination Cards from Strongboxes in your Maps are Duplicated,100,,,,,,
Burial Idol,3x1,Suffix,Strongboxes,Gems contained in Strongboxes in your Maps are Duplicated,Gems contained in Strongboxes in your Maps are Duplicated,100,,,,,,
Burial Idol,3x1,Suffix,Eater,Monsters Influenced by The Eater of Worlds in your Maps have (0.8–1.2)% chance to drop an item with an Eater of Worlds Implicit Modifier,Monsters Influenced by The Eater of Worlds in your Maps have #% chance to drop an item with an Eater of Worlds Implicit Modifier,0.8-1.2,,,,,,
Burial Idol,3x1,Suffix,Eater,(15–20)% increased chance to find Eater of Worlds Altars in your Maps,#% increased chance to find Eater of Worlds Altars in your Maps,15–20,,,,,,
Burial Idol,3x1,Suffix,Vaal,Items dropped by Unique Monsters have (10–15)% chance to be Corrupted,Items dropped by Unique Monsters have #% chance to be Corrupted,10–15,,,,,,
Burial Idol,3x1,Suffix,Vaal,Vaal Side Areas in your Maps have (15–20)% chance for Rewards from Vaal Vessels to be Duplicated,Vaal Side Areas in your Maps have #% chance for Rewards from Vaal Vessels to be Duplicated,15–20,,,,,,
Burial Idol,3x1,Suffix,Maps,(25–35)% increased Rarity of Maps found in your Maps,#% increased Rarity of Maps found in your Maps,25–35,,,,,,
Totemic Idol,1x3,Prefix,Abyss,Your Maps have +(40–60)% chance to contain an Abyss,Your Maps have +#% chance to contain an Abyss,40–60,,,,,,
Totemic Idol,1x3,Prefix,Abyss,Your Maps have (192–240)% increased chance to contain an Abyss,Your Maps have #% increased chance to contain an Abyss,192–240,,,,,,
Totemic Idol,1x3,Prefix,Incursion,Your Maps have +(40–60)% chance to contain Alva,Your Maps have +#% chance to contain Alva,40–60,,,,,,
Totemic Idol,1x3,Prefix,Incursion,Your Maps have (192–240)% increased chance to contain Alva,Your Maps have #% increased chance to contain Alva,192–240,,,,,,
Totemic Idol,1x3,Prefix,Rogue Exiles,Your Maps have a (40–60)% chance to contain an additional Rogue Exile,Your Maps have a #% chance to contain an additional Rogue Exile,40–60,,,,,,
Totemic Idol,1x3,Prefix,Rogue Exiles,Your Maps have +(15–25)% chance to contain a Rogue Exile,Your Maps have +#% chance to contain a Rogue Exile,15–25,,,,,,
Totemic Idol,1x3,Prefix,Bestiary,Your Maps have +(40–60)% chance to contain Einhar,Your Maps have +#% chance to contain Einhar,40–60,,,,,,
Totemic Idol,1x3,Prefix,Bestiary,Your Maps have (192–240)% increased chance to contain Einhar,Your Maps have #% increased chance to contain Einhar,192–240,,,,,,
Totemic Idol,1x3,Prefix,Beyond,(40–60)% chance for your Maps to attract Beyond Demons,#% chance for your Maps to attract Beyond Demons,40–60,,,,,,
Totemic Idol,1x3,Prefix,Blight,Your Maps have +(40–60)% chance to contain a Blight Encounter,Your Maps have +#% chance to contain a Blight Encounter,40–60,,,,,,
Totemic Idol,1x3,Prefix,Blight,Your Maps have (192–240)% increased chance to contain a Blight Encounter,Your Maps have #% increased chance to contain a Blight Encounter,192–240,,,,,,
Totemic Idol,1x3,Prefix,Breach,Your Maps have +(40–60)% chance to contain Breaches,Your Maps have +#% chance to contain Breaches,40–60,,,,,,
Totemic Idol,1x3,Prefix,Breach,Your Maps have (192–240)% increased chance to contain a Breach,Your Maps have #% increased chance to contain a Breach,192–240,,,,,,
Totemic Idol,1x3,Prefix,Breach,Your Maps which contain Breaches have (5–10)% chance to contain three additional Breaches,Your Maps which contain Breaches have #% chance to contain three additional Breaches,5–10,,,,,,
Totemic Idol,1x3,Prefix,Delirium,Your Maps have +(40–60)% chance to contain a Mirror of Delirium,Your Maps have +#% chance to contain a Mirror of Delirium,40–60,,,,,,
Totemic Idol,1x3,Prefix,Delirium,Your Maps have (192–240)% increased chance to contain a Mirror of Delirium,Your Maps have #% increased chance to contain a Mirror of Delirium,192–240,,,,,,
Totemic Idol,1x3,Prefix,Delve,Your Maps have +(40–60)% chance to contain Niko,Your Maps have +#% chance to contain Niko,40–60,,,,,,
Totemic Idol,1x3,Prefix,Delve,Your Maps have (192–240)% increased chance to contain Niko,Your Maps have #% increased chance to contain Niko,192–240,,,,,,
Totemic Idol,1x3,Prefix,Shrine,Your Maps contain an additional Shrine,Your Maps contain an additional Shrine,100,,,,,,
Totemic Idol,1x3,Prefix,Shrine,Your Maps have +(15–25)% chance to contain a Shrine,Your Maps have +#% chance to contain a Shrine,15–25,,,,,,
Totemic Idol,1x3,Prefix,Essence,Your Maps contain an additional Imprisoned Monster,Your Maps contain an additional Imprisoned Monster,100,,,,,,
Totemic Idol,1x3,Prefix,Essence,Your Maps have +(15–25)% chance to contain an Imprisoned Monster,Your Maps have +#% chance to contain an Imprisoned Monster,15–25,,,,,,
Totemic Idol,1x3,Prefix,Expedition,Your Maps have +(40–60)% chance to contain an Expedition Encounter,Your Maps have +#% chance to contain an Expedition Encounter,40–60,,,,,,
Totemic Idol,1x3,Prefix,Expedition,Your Maps have (192–240)% increased chance to contain an Expedition Encounter,Your Maps have #% increased chance to contain an Expedition Encounter,192–240,,,,,,
Totemic Idol,1x3,Prefix,Harbinger,Your Maps contain an additional Harbinger,Your Maps contain an additional Harbinger,100,,,,,,
Totemic Idol,1x3,Prefix,Harbinger,Your Maps have a (15–25)% chance to contain an additional Harbinger,Your Maps have a #% chance to contain an additional Harbinger,15–25,,,,,,
Totemic Idol,1x3,Prefix,Harvest,Your Maps have +(40–60)% chance to contain The Sacred Grove,Your Maps have +#% chance to contain The Sacred Grove,40–60,,,,,,
Totemic Idol,1x3,Prefix,Harvest,Your Maps have (192–240)% increased chance to contain The Sacred Grove,Your Maps have #% increased chance to contain The Sacred Grove,192–240,,,,,,
Totemic Idol,1x3,Prefix,Heist,Your Maps have +(40–60)% chance to contain a Smuggler's Cache,Your Maps have +#% chance to contain a Smuggler's Cache,40–60,,,,,,
Totemic Idol,1x3,Prefix,Heist,Your Maps have (192–240)% increased chance to contain a Smuggler's Cache,Your Maps have #% increased chance to contain a Smuggler's Cache,192–240,,,,,,
Totemic Idol,1x3,Prefix,Betrayal,Your Maps have +(40–60)% chance to contain Jun,Your Maps have +#% chance to contain Jun,40–60,,,,,,
Totemic Idol,1x3,Prefix,Betrayal,Your Maps have (192–240)% increased chance to contain Jun,Your Maps have #% increased chance to contain Jun,192–240,,,,,,
Totemic Idol,1x3,Prefix,Trials,Your Maps have +(8–12)% chance to contain a Trial of Ascendancy,Your Maps have +#% chance to contain a Trial of Ascendancy,8–12,,,,,,
Totemic Idol,1x3,Prefix,Legion,Your Maps have +(40–60)% chance to contain a Legion Encounter,Your Maps have +#% chance to contain a Legion Encounter,40–60,,,,,,
Totemic Idol,1x3,Prefix,Legion,Your Maps have (192–240)% increased chance to contain a Legion Encounter,Your Maps have #% increased chance to contain a Legion Encounter,192–240,,,,,,
Totemic Idol,1x3,Prefix,Maps,Final Map Boss in each Map has (4–6)% chance to drop an additional connected Map,Final Map Boss in each Map has #% chance to drop an additional connected Map,4–6,,,,,,
Totemic Idol,1x3,Prefix,Ultimatmum,Your Maps have (192–240)% increased chance to contain an Ultimatum Encounter,Your Maps have #% increased chance to contain an Ultimatum Encounter,192–240,,,,,,
Totemic Idol,1x3,Prefix,Ultimatmum,Your Maps have +(40–60)% chance to contain an Ultimatum Encounter,Your Maps have +#% chance to contain an Ultimatum Encounter,40–60,,,,,,
Totemic Idol,1x3,Prefix,Ritual,Your Maps have +(40–60)% chance to contain Ritual Altars,Your Maps have +#% chance to contain Ritual Altars,40–60,,,,,,
Totemic Idol,1x3,Prefix,Ritual,Your Maps have (192–240)% increased chance to contain Ritual Altars,Your Maps have #% increased chance to contain Ritual Altars,192–240,,,,,,
Totemic Idol,1x3,Prefix,Maps,(8–12)% increased effect of Explicit Modifiers on your Maps,#% increased effect of Explicit Modifiers on your Maps,8–12,,,,,,
Totemic Idol,1x3,Prefix,Strongboxes,Your Maps contain an additional Strongbox,Your Maps contain an additional Strongbox,100,,,,,,
Totemic Idol,1x3,Prefix,Strongboxes,Your Maps have +(15–25)% chance to contain a Strongbox,Your Maps have +#% chance to contain a Strongbox,15–25,,,,,,
Totemic Idol,1x3,Prefix,Torment,Your Maps have +(15–25)% chance to be haunted by a Tormented Spirit,Your Maps have +#% chance to be haunted by a Tormented Spirit,15–25,,,,,,
Totemic Idol,1x3,Prefix,Torment,Up to 5 Rare Monsters in each of your Maps are Possessed and their Minions are Touched,Up to 5 Rare Monsters in each of your Maps are Possessed and their Minions are Touched,100,,,,,,
Totemic Idol,1x3,Prefix,Torment,Your Maps are haunted by an additional Tormented Spirit,Your Maps are haunted by an additional Tormented Spirit,100,,,,,,
Totemic Idol,1x3,Prefix,Maps,Your Maps have (5–8)% chance to grant an additional Kirac Mission on Completion,Your Maps have #% chance to grant an additional Kirac Mission on Completion,5–8,,,,,,
Totemic Idol,1x3,Prefix,Maps,Your Maps have (2–2.5)% chance to grant an additional Kirac Mission on Completion,Your Maps have #% chance to grant an additional Kirac Mission on Completion,2-2.5,,,,,,
Totemic Idol,1x3,Prefix,Maps,(12–16)% increased Rarity of Items found in your Maps,#% increased Rarity of Items found in your Maps,12–16,,,,,,
Totemic Idol,1x3,Suffix,Abyss,Abysses in your Maps that do not lead to an Abyssal Depths have (40–60)% increased chance to lead to a Stygian Spire,Abysses in your Maps that do not lead to an Abyssal Depths have #% increased chance to lead to a Stygian Spire,40–60,,,,,,
Totemic Idol,1x3,Suffix,Abyss,Abysses in your Maps have (40–60)% increased chance to lead to an Abyssal Depths,Abysses in your Maps have #% increased chance to lead to an Abyssal Depths,40–60,,,,,,
Totemic Idol,1x3,Suffix,Abyss,Abyss Cracks in your Maps have (10–20)% chance to spawn all Monsters as at least Magic,Abyss Cracks in your Maps have #% chance to spawn all Monsters as at least Magic,10–20,,,,,,
Totemic Idol,1x3,Suffix,Abyss,Abyss Pits in your Maps have (10–20)% chance to spawn all Monsters as at least Magic,Abyss Pits in your Maps have #% chance to spawn all Monsters as at least Magic,10–20,,,,,,
Totemic Idol,1x3,Suffix,Incursion,Killing non-resident Architects in your Maps has (30–50)% chance to add an additional Upgrade Tier to the surviving Architect's Room,Killing non-resident Architects in your Maps has #% chance to add an additional Upgrade Tier to the surviving Architect's Room,30–50,,,,,,
Totemic Idol,1x3,Suffix,Rogue Exiles,Wild Rogue Exiles in your Maps have (75–100)% chance to be Possessed by a Tormented Spirit,Wild Rogue Exiles in your Maps have #% chance to be Possessed by a Tormented Spirit,75–100,,,,,,
Totemic Idol,1x3,Suffix,Bestiary,Your Maps that contain capturable Beasts contain (3–4) additional Yellow Beasts,Your Maps that contain capturable Beasts contain # additional Yellow Beasts,3–4,,,,,,
Totemic Idol,1x3,Suffix,Bestiary,Red Beasts captured in your Maps have a (40–60)% chance to gain a Modifier that provides a chance to not to be consumed when sacrificed at the Blood Altar,Red Beasts captured in your Maps have a #% chance to gain a Modifier that provides a chance to not to be consumed when sacrificed at the Blood Altar,40–60,,,,,,
Totemic Idol,1x3,Suffix,Bestiary,Red Beasts in your Maps have (16–24)% chance to appear in Pairs,Red Beasts in your Maps have #% chance to appear in Pairs,16–24,,,,,,
Totemic Idol,1x3,Suffix,Beyond,Beyond Demons in your Maps grant (20–30)% increased Experience,Beyond Demons in your Maps grant #% increased Experience,20–30,,,,,,
Totemic Idol,1x3,Suffix,Beyond,Beyond Portals in your Maps have (25–35)% increased chance to spawn a Unique Boss,Beyond Portals in your Maps have #% increased chance to spawn a Unique Boss,25–35,,,,,,
Totemic Idol,1x3,Suffix,Beyond,(20–25)% more Divination Cards found from Beyond Demons in your Maps that are followers of K'Tash,#% more Divination Cards found from Beyond Demons in your Maps that are followers of K'Tash,20–25,,,,,,
Totemic Idol,1x3,Suffix,Beyond,(20–25)% more Basic Currency Items found from Beyond Demons in your Maps that are followers of Beidat,#% more Basic Currency Items found from Beyond Demons in your Maps that are followers of Beidat,20–25,,,,,,
Totemic Idol,1x3,Suffix,Beyond,(20–25)% more Unique Items found from Beyond Demons in your Maps that are followers of Ghorr,#% more Unique Items found from Beyond Demons in your Maps that are followers of Ghorr,20–25,,,,,,
Totemic Idol,1x3,Suffix,Blight,Blight Encounters in your Maps spawn (25–35)% more Non-Unique Monsters,Blight Encounters in your Maps spawn #% more Non-Unique Monsters,25–35,,,,,,
Totemic Idol,1x3,Suffix,Blight,Oils found in your Maps have (20–25)% chance to be 1 tier higher,Oils found in your Maps have #% chance to be 1 tier higher,20–25,,,,,,
Totemic Idol,1x3,Suffix,Blight,Blight Monsters in your Maps take (30–40)% increased Damage,Blight Monsters in your Maps take #% increased Damage,30–40,,,,,,
Totemic Idol,1x3,Suffix,Breach,Breaches in your Maps have (35–45)% increased chance to contain a Boss,Breaches in your Maps have #% increased chance to contain a Boss,35–45,,,,,,
Totemic Idol,1x3,Suffix,Breach,Breachstones dropped by Breach Bosses in your Maps have (3–5)% chance to be Flawless,Breachstones dropped by Breach Bosses in your Maps have #% chance to be Flawless,3–5,,,,,,
Totemic Idol,1x3,Suffix,Breach,Breaches in your Maps open and close (6–10)% faster,Breaches in your Maps open and close #% faster,6-10,,,,,,
Totemic Idol,1x3,Suffix,Breach,Breaches in your Maps open and close (20–30)% slower,Breaches in your Maps open and close #% slower,20-30,,,,,,
Totemic Idol,1x3,Suffix,Breach,Breaches in your Maps have (10–15)% chance to contain a Hand of Xesht-Ula,Breaches in your Maps have #% chance to contain a Hand of Xesht-Ula,10–15,,,,,,
Totemic Idol,1x3,Suffix,Breach,Breaches in your Maps have (8–12)% increased Monster density,Breaches in your Maps have #% increased Monster density,8–12,,,,,,
Totemic Idol,1x3,Suffix,Exarch,(40–60)% chance to spawn a Searing Exarch Altar when the Influence of The Searing Exarch first appears in your Maps,#% chance to spawn a Searing Exarch Altar when the Influence of The Searing Exarch first appears in your Maps,40–60,,,,,,
Totemic Idol,1x3,Suffix,Delirium,Delirium in your Maps increases (35–50)% faster with distance from the mirror,Delirium in your Maps increases #% faster with distance from the mirror,35–50,,,,,,
Totemic Idol,1x3,Suffix,Delirium,Delirium Fog in your Maps lasts (10–15) additional seconds before dissipating,Delirium Fog in your Maps lasts # additional seconds before dissipating,10–15,,,,,,
Totemic Idol,1x3,Suffix,Delirium,Delirium Rewards in your Maps have (8–12)% increased chance to give Delirium Orbs,Delirium Rewards in your Maps have #% increased chance to give Delirium Orbs,8–12,,,,,,
Totemic Idol,1x3,Suffix,Delve,Voltaxic Sulphite Veins and Chests in your Maps have (4–6)% chance to contain double Sulphite,Voltaxic Sulphite Veins and Chests in your Maps have #% chance to contain double Sulphite,4–6,,,,,,
Totemic Idol,1x3,Suffix,Delve,You Gain (30–40)% increased Damage per stack of Sulphite Intoxication.,You Gain #% increased Damage per stack of Sulphite Intoxication.,30–40,,,,,,
Totemic Idol,1x3,Suffix,Shrine,Shrines in your Maps have (40–60)% chance to be guarded by an additional Pack of Monsters,Shrines in your Maps have #% chance to be guarded by an additional Pack of Monsters,40–60,,,,,,
Totemic Idol,1x3,Suffix,Pack Size,Monster Packs Influenced by The Shaper in your Maps have (15–25)% increased Pack Size,Monster Packs Influenced by The Shaper in your Maps have #% increased Pack Size,15–25,,,,,,
Totemic Idol,1x3,Suffix,Pack Size,Monster Packs Influenced by The Elder in your Maps have (15–25)% increased Pack Size,Monster Packs Influenced by The Elder in your Maps have #% increased Pack Size,15–25,,,,,,
Totemic Idol,1x3,Suffix,Essence,Imprisoned Monsters in your Maps have (12–17)% chance to have 3 additional Essences,Imprisoned Monsters in your Maps have #% chance to have 3 additional Essences,12–17,,,,,,
Totemic Idol,1x3,Suffix,Essence,Remnants in your Maps have (25–35)% chance to have an additional Suffix Modifier,Remnants in your Maps have #% chance to have an additional Suffix Modifier,25–35,,,,,,
Totemic Idol,1x3,Suffix,Expedition,Expeditions in your Maps have (80–100)% increased chance to be led by Tujen,Expeditions in your Maps have #% increased chance to be led by Tujen,80–100,,,,,,
Totemic Idol,1x3,Suffix,Expedition,Expeditions in your Maps have (50–60)% increased chance to be led by Dannig,Expeditions in your Maps have #% increased chance to be led by Dannig,50–60,,,,,,
Totemic Idol,1x3,Suffix,Expedition,Expedition Monsters in your Maps spawn with an additional (6–10)% of Life missing,Expedition Monsters in your Maps spawn with an additional #% of Life missing,6–10,,,,,,
Totemic Idol,1x3,Suffix,Expedition,Expeditions in your Maps have (80–100)% increased chance to be led by Rog,Expeditions in your Maps have #% increased chance to be led by Rog,80–100,,,,,,
Totemic Idol,1x3,Suffix,Expedition,Expeditions in your Maps have (80–100)% increased chance to be led by Gwennen,Expeditions in your Maps have #% increased chance to be led by Gwennen,80–100,,,,,,
Totemic Idol,1x3,Suffix,Harbinger,Harbingers in your Maps have (20–25)% chance to be replaced by a powerful Harbinger boss,Harbingers in your Maps have #% chance to be replaced by a powerful Harbinger boss,20–25,,,,,,
Totemic Idol,1x3,Suffix,Harvest,Harvest Monsters in your Maps drop (12–18)% increased Quantity of Lifeforce,Harvest Monsters in your Maps drop #% increased Quantity of Lifeforce,12–18,,,,,,
Totemic Idol,1x3,Suffix,Harvest,Harvests in your Maps have (8–12)% chance for the unchosen Crop to not wilt,Harvests in your Maps have #% chance for the unchosen Crop to not wilt,8–12,,,,,,
Totemic Idol,1x3,Suffix,Harvest,The Sacred Grove in your Maps has (40–60)% chance to contain an additional Harvest,The Sacred Grove in your Maps has #% chance to contain an additional Harvest,40–60,,,,,,
Totemic Idol,1x3,Suffix,Heist,Smuggler's Caches in your Maps have (40–60)% increased chance to drop Contracts,Smuggler's Caches in your Maps have #% increased chance to drop Contracts,40–60,,,,,,
Totemic Idol,1x3,Suffix,Heist,Smuggler's Caches drop (8–12)% more Rogue Markers for each Smuggler's Cache opened in the Area,Smuggler's Caches drop #% more Rogue Markers for each Smuggler's Cache opened in the Area,8–12,,,,,,
Totemic Idol,1x3,Suffix,Heist,Heist Contracts found in your Maps are (70–90)% more likely to target High Value Targets,Heist Contracts found in your Maps are #% more likely to target High Value Targets,70–90,,,,,,
Totemic Idol,1x3,Suffix,Heist,Heist Contracts found in your Maps are (45–65)% more likely to target Precious Targets,Heist Contracts found in your Maps are #% more likely to target Precious Targets,45–65,,,,,,
Totemic Idol,1x3,Suffix,Heist,Immortal Syndicate Members in your Maps have (20–25)% increased chance to be accompanied by reinforcements,Immortal Syndicate Members in your Maps have #% increased chance to be accompanied by reinforcements,20–25,,,,,,
Totemic Idol,1x3,Suffix,Heist,Immortal Syndicate Members in your Maps have (40–60)% chance to drop an additional Veiled Item,Immortal Syndicate Members in your Maps have #% chance to drop an additional Veiled Item,40–60,,,,,,
Totemic Idol,1x3,Suffix,Heist,(40–60)% increased Rarity of Items Dropped by Immortal Syndicate Members in your Maps,#% increased Rarity of Items Dropped by Immortal Syndicate Members in your Maps,40–60,,,,,,
Totemic Idol,1x3,Suffix,Legion,Legion Encounters in your Maps have (100–150)% increased chance to include a Karui army,Legion Encounters in your Maps have #% increased chance to include a Karui army,100–150,,,,,,
Totemic Idol,1x3,Suffix,Heist,Legion Encounters in your Maps have (100–150)% increased chance to include an Eternal Empire army,Legion Encounters in your Maps have #% increased chance to include an Eternal Empire army,100–150,,,,,,
Totemic Idol,1x3,Suffix,Heist,Legion Encounters in your Maps have (80–120)% increased chance to include a Vaal army,Legion Encounters in your Maps have #% increased chance to include a Vaal army,80–120,,,,,,
Totemic Idol,1x3,Suffix,Heist,Legion Encounters in your Maps have (75–100)% increased chance to include a Templar army,Legion Encounters in your Maps have #% increased chance to include a Templar army,75–100,,,,,,
Totemic Idol,1x3,Suffix,Heist,Legion Encounters in your Maps have (60–80)% increased chance to include a Maraketh army,Legion Encounters in your Maps have #% increased chance to include a Maraketh army,60–80,,,,,,
Totemic Idol,1x3,Suffix,Heist,Splinters dropped by Legion Monsters or contained in Legion Chests in your Maps have (15–20)% chance to be Duplicated,Splinters dropped by Legion Monsters or contained in Legion Chests in your Maps have #% chance to be Duplicated,15–20,,,,,,
Totemic Idol,1x3,Suffix,Heist,Splinters contained in Legion Chests in your Maps have (20–25)% chance to be Duplicated,Splinters contained in Legion Chests in your Maps have #% chance to be Duplicated,20–25,,,,,,
Totemic Idol,1x3,Suffix,Heist,Splinters dropped by Legion Monsters in your Maps have (20–25)% chance to be Duplicated,Splinters dropped by Legion Monsters in your Maps have #% chance to be Duplicated,20–25,,,,,,
